Client ID,Name,Age,Location ID,Joined Bank,Banking Contact,Nationality,Occupation,Fee Structure,Loyalty Classification,Estimated Income,Superannuation Savings,Amount of Credit Cards,Credit Card Balance,Bank Loans,Bank Deposits,Checking Accounts,Saving Accounts,Foreign Currency Account,Business Lending,Properties Owned,Risk Weighting,BRId,GenderId,IAId
IND89144,Jason Chavez,85,42583,21-03-2020,Dennis Ruiz,European,Media Manager IV,Mid,Gold,91420.58,42986.58,2,5813.52,375074.92,536225.46,272301.99,170084.01,45547.17,2725502.71,0,4,3,2,9
IND36784,Sean Carr,59,8100,04-11-2001,Raymond Alexander,American,Account Representative III,Mid,Silver,376968.38,12973.50,1,10157.22,1144147.98,1016581.36,264589.67,306506.24,12775.37,1491093.26,3,3,3,2,10
IND47240,Lisa Medina,71,42734,06-05-2004,Chris Armstrong,European,Design Engineer,Low,Silver,327029.22,25006.88,1,2560.88,549067.86,905498.81,796042.91,159208.58,15846.21,1509686.85,3,3,3,2,11
IND34868,Rebecca Martinez,43,23304,29-06-2016,Frank Brown,European,Programmer Analyst I,High,Silver,39044.99,17828.37,1,1543.78,59876.89,39778.78,57308.41,6978.14,4056.73,383326.14,2,1,3,2,12
IND53254,Jesse Austin,65,20632,14-01-2015,Nicholas Simmons,Asian,Developer IV,Mid,Platinum,121504.38,40011.84,1,6995.09,1228216.03,674893.23,364660.05,152667.38,38104.70,1091008.74,2,2,3,1,13
IND26959,Douglas Andrews,25,24495,30-03-2015,Jesse Evans,American,VP Quality Control,High,Jade,152363.88,19332.12,1,1856.23,747292.85,871947.70,444871.27,275820.19,47592.16,1323280.39,1,2,4,2,14
IND13792,Bruce Smith,58,22655,28-01-2020,Dennis Ruiz,European,Desktop Support Technician,High,Jade,194156.82,25462.80,2,6404.31,1694406.78,129195.69,78691.92,19766.94,48734.73,516239.46,0,4,4,2,15
IND83479,Jean Watson,26,7059,03-01-1995,Joe Price,European,Editor,Low,Silver,56797.44,18400.80,1,20.13,310733.07,26910.57,26119.08,14935.37,24534.67,95254.40,3,1,1,1,1
IND84488,Lawrence Ferguson,21,6059,25-11-2015,George Lewis,Australian,Developer II,High,Silver,408120.18,18073.38,1,5415.01,329166.04,328323.97,138578.30,83573.37,23624.00,1307746.44,1,3,2,1,2
IND36106,Carolyn Snyder,37,8760,15-12-2018,Victor Ramos,American,Sales Associate,Mid,Jade,166689.87,31920.69,1,1222.32,628951.86,49633.48,35205.14,15755.74,23300.63,1122124.12,3,2,3,2,3
IND49489,Jimmy Rivera,51,42214,10-03-2002,Anthony Simpson,European,Account Representative IV,High,Jade,57164.17,21107.25,1,2038.51,65968.99,1157983.47,201713.25,447205.75,20836.28,310994.46,1,1,4,1,4
IND71209,Harold Gilbert,46,42164,03-06-2020,Dennis Morris,Asian,Software Test Engineer I,Low,Platinum,66959.86,22881.78,1,774.88,890834.85,567479.90,140942.72,229959.18,1853.11,585921.24,2,2,1,2,5
IND33607,Justin Johnson,49,20573,21-07-2021,Douglas Tucker,Asian,Assistant Professor,Low,Gold,129727.97,12115.65,1,4535.98,592524.62,1298008.53,547459.38,228166.94,76994.56,1050664.57,1,2,1,2,6
IND36407,Rebecca Harper,57,6904,19-06-2020,Victor Ramos,African,Geologist I,High,Gold,203298.54,35660.08,1,497.68,471372.32,302699.03,210350.17,211889.32,24361.55,283947.15,0,2,1,1,7
IND90197,Louise Day,45,20306,05-02-2014,Joshua Little,Asian,Accounting Assistant III,High,Silver,31634.79,15708.81,1,2247.59,139653.10,284516.15,248501.45,130625.33,4096.50,688482.11,2,1,2,2,8
IND21018,Jeremy Jacobs,54,27682,17-11-2008,Douglas Tucker,European,Nurse,Mid,Gold,305348.02,51505.84,1,7415.95,239042.40,1291352.74,484257.28,431733.99,77112.73,641559.73,3,3,2,2,9
IND77703,Earl Payne,70,11892,15-06-2019,Victor Ramos,Australian,Quality Engineer,High,Jade,19662.72,24617.60,3,175.34,810408.88,283729.31,97588.43,88118.73,4629.11,1028343.97,1,1,3,2,10
IND70508,Carl Knight,81,26691,04-02-2015,Nicholas Cunningham,Australian,Software Test Engineer IV,High,Silver,105509.99,42235.52,1,4025.57,1328738.00,528227.02,126143.77,268055.50,49428.63,1459059.75,1,2,3,1,11
IND35314,Clarence Price,77,33931,17-01-1995,Jesse Evans,African,Engineer II,High,Jade,93027.81,27700.42,1,1406.11,36983.65,642034.66,131564.48,272338.47,7690.95,789869.20,0,1,3,1,12
IND65265,Nicholas Ray,84,38911,10-09-2007,Joe Price,Asian,Safety Technician III,Low,Silver,287612.73,40792.80,2,3400.62,1092748.53,497932.04,173193.75,349634.89,20724.32,119395.72,2,2,3,1,13
IND65658,Lillian Nelson,43,6213,18-11-2014,Chris Armstrong,American,General Manager,Mid,Silver,337642.83,25559.55,1,380.90,869897.43,257445.07,222215.75,46827.90,46891.02,660501.86,0,3,3,2,14
IND28776,Richard Henry,63,13921,21-05-2013,Phillip Peters,Australian,Professor,Mid,Jade,136612.50,7610.00,1,2770.52,781474.89,624483.37,509635.86,133223.12,2622.18,73545.89,3,2,3,1,15
IND66161,Doris Stewart,27,42392,14-08-2010,Anthony Torres,Australian,Office Assistant II,High,Jade,74853.50,27744.29,2,2065.56,41043.83,226872.99,112290.67,112199.01,36351.45,220870.88,1,2,3,2,16
IND15278,Gerald Stone,79,27177,23-06-2018,Roger Alexander,Asian,Human Resources Assistant I,Mid,Jade,60765.20,27461.04,1,4526.79,662455.37,904884.79,331055.41,210404.11,59849.61,1808460.91,3,2,4,2,17
IND22373,Clarence Hart,52,11311,11-03-2008,Douglas Tucker,African,Web Designer I,Mid,Jade,256845.42,74548.40,1,12549.82,1575353.28,3386869.41,1089482.47,741795.45,66039.40,1291547.69,3,5,4,2,18
IND60609,Anne Wright,69,13037,24-12-2017,Chris Armstrong,Asian,Office Assistant IV,Mid,Jade,139304.56,15802.16,1,531.95,234198.36,184050.28,112981.36,63014.44,31654.17,1097467.13,3,2,1,1,19
IND24232,Michelle Elliott,64,12655,04-06-1995,Jason Duncan,Asian,Assistant Professor,Mid,Jade,162100.55,23201.51,3,2074.35,201708.59,204249.01,300592.88,50869.56,1915.50,245486.36,3,1,2,1,20
IND89674,Joan Castillo,24,7551,14-02-2019,Dennis Ruiz,European,Help Desk Operator,Mid,Jade,25072.56,12405.91,1,1304.77,111518.43,33252.22,12250.82,36857.47,2117.60,449389.43,3,1,3,2,21
IND62679,Lisa Garrett,63,17215,29-03-2003,Anthony Simpson,Australian,Research Assistant I,Low,Platinum,351000.81,48637.60,1,6601.80,382440.46,845860.82,260264.87,622404.84,31525.89,717931.61,3,4,4,1,22
IND45614,Justin Bailey,33,34979,09-05-2009,Jason Duncan,Australian,Automation Specialist IV,High,Gold,206314.58,28171.08,1,4469.51,312920.53,350286.78,135594.88,188024.91,4690.06,870305.43,2,2,1,1,1
IND35674,Alan Bennett,66,12191,02-08-2016,Nicholas Simmons,American,Statistician III,Mid,Jade,121719.63,24659.52,1,4550.14,217964.03,271006.11,66057.74,72324.75,3055.62,296392.19,3,1,1,2,2
IND90385,Kelly Moore,85,40548,12-04-2005,Bruce Butler,European,Staff Accountant II,Mid,Jade,191665.02,19524.84,3,1458.38,246196.36,240122.72,198039.36,57926.51,17416.08,972737.18,3,2,1,2,3
IND64752,Eric Cunningham,47,7727,25-08-2021,Bruce Butler,European,Account Representative I,High,Silver,97563.08,9176.76,1,2519.70,765725.46,1259138.56,718241.01,160052.47,40524.36,1204313.59,2,1,2,2,4
IND48640,Joe Porter,79,22625,05-09-2021,Anthony Berry,Asian,Biostatistician I,Mid,Platinum,91093.44,1758.51,1,1008.16,332428.17,32106.07,26834.92,17078.51,4242.83,352941.69,2,1,2,2,8
IND20725,Steven Ferguson,23,9069,17-06-2021,Joe Hanson,European,Data Coordiator,High,Gold,94763.85,54354.30,2,5371.77,722990.92,1233460.62,842074.08,196049.08,54034.84,1761769.84,3,3,3,2,9
IND87256,Thomas Reid,82,7825,17-04-2013,Douglas Tucker,Asian,Recruiting Manager,Mid,Gold,260184.04,18881.84,3,6592.30,689412.98,2435334.30,595693.28,1318234.19,44074.48,2616405.59,2,3,3,1,10
IND65022,Randy Simpson,50,26156,24-03-2014,Joshua Ryan,European,Office Assistant II,Mid,Jade,93421.36,14248.52,2,579.24,369735.43,146402.02,48226.55,117810.57,6313.53,263523.72,2,1,3,1,11
IND97042,Raymond Greene,36,554,26-03-2020,Chris Armstrong,European,Budget/Accounting Analyst I,Mid,Jade,161007.26,12394.36,1,1038.56,244729.89,247721.88,317257.84,144330.59,3366.24,219686.25,1,2,3,1,12
IND99554,Russell Coleman,56,29848,04-10-2020,Joshua Bennett,Asian,Safety Technician II,High,Gold,259370.68,56458.62,1,10316.57,812424.33,2438133.21,487626.64,1422244.37,44822.57,706271.00,2,3,3,2,13
IND75060,Donald Fields,78,5897,14-09-2012,Keith Griffin,European,Programmer III,Low,Jade,242230.66,49757.55,2,325.24,224641.42,519093.79,506432.96,131672.57,27583.18,799213.28,3,2,3,1,14
IND62770,Billy Robertson,76,35043,30-03-2020,Anthony Simpson,American,Help Desk Operator,High,Jade,271898.88,3548.40,2,2907.35,466668.82,814077.78,415125.76,115318.70,77605.24,2260098.54,0,2,3,2,15
IND67268,Lillian Carroll,76,18798,05-12-2016,Jonathan Hawkins,Asian,Community Outreach Specialist,Mid,Jade,212867.66,33481.50,2,3374.64,576469.60,95070.79,51038.01,47565.42,5204.91,336494.28,1,2,4,2,1
IND57973,Stephen Washington,20,24721,06-12-2017,Joshua Little,European,Statistician I,Low,Jade,165420.58,12589.42,2,9621.16,1772435.65,2604860.92,907754.56,948406.18,64273.44,2187287.20,0,5,4,2,2
IND89653,Matthew Nguyen,25,13410,15-03-2004,Patrick Graham,European,Web Developer III,High,Silver,21380.40,24069.96,2,1846.22,575073.58,308369.87,235251.24,96707.33,9708.65,343847.83,0,1,1,2,3
IND21489,Joshua Clark,48,3579,03-07-2007,Chris Armstrong,African,Budget/Accounting Analyst IV,Mid,Platinum,237510.45,24532.20,1,2757.89,1257273.74,1393358.99,419055.34,358292.31,5785.10,273302.63,1,4,2,1,4
IND30571,Earl Carter,49,20702,23-05-2019,Bruce Butler,European,Biostatistician III,Mid,Jade,150279.96,29544.74,1,4577.01,732127.19,611167.11,244466.85,282495.02,21425.82,1071248.33,0,2,3,1,5
IND59366,Todd Mccoy,37,3730,05-05-2019,Roger Alexander,Asian,Automation Specialist III,Low,Platinum,341681.11,7059.15,3,1290.15,131948.07,2646971.31,1224718.07,675570.29,54910.43,2767797.56,2,3,4,1,6
IND83619,Michelle Garcia,44,2953,07-10-1995,Paul Larson,Asian,Software Engineer III,High,Jade,306885.60,57248.00,1,765.74,438755.20,177800.71,248250.05,96817.52,32810.82,488406.87,2,3,1,2,7
IND67029,Arthur Austin,73,5863,13-08-2021,Joe Hanson,American,Community Outreach Specialist,High,Jade,304782.62,7490.16,1,3823.14,627444.42,206647.94,101982.10,161400.09,26484.80,322676.32,0,2,1,2,8
IND95869,Fred Welch,20,25211,25-10-2020,Ernest Rivera,American,Automation Specialist II,High,Jade,71815.31,6737.21,2,3282.91,769275.63,484750.90,400727.41,299640.69,17095.10,493064.03,3,2,1,1,9
IND66671,Adam Knight,73,10331,02-08-2000,Jonathan Hawkins,Australian,Office Assistant III,High,Jade,295262.98,16664.32,1,4472.50,759216.99,336955.03,193086.59,179949.13,39324.04,1341895.58,2,2,2,2,10
IND86149,Martin Marshall,35,20345,16-08-2011,Phillip Peters,American,Software Engineer I,High,Jade,229131.69,17152.18,1,3523.03,457350.84,3466323.35,849808.30,1566778.15,119004.85,284163.08,0,5,2,1,11
IND95415,Tina Alvarez,26,26418,06-02-1996,Victor Martinez,Asian,Account Coordinator,High,Platinum,44050.06,16904.71,1,2706.98,439352.06,581228.14,300301.20,224547.80,28908.94,417986.96,1,1,3,2,12
IND99553,Justin Bryant,56,16414,17-09-2008,Frank Brown,European,Biostatistician IV,High,Jade,209915.06,16256.50,1,2649.60,353071.58,2248046.72,1162255.45,458785.04,50477.15,1377314.07,2,2,3,2,13
IND73319,Dorothy Rice,17,19074,13-05-2016,Bruce Butler,European,Geologist III,High,Gold,80085.64,22494.52,2,207.17,189393.85,347282.58,356797.17,121311.04,1011.79,355533.71,3,1,3,2,14
IND34968,Robert Thomas,59,14542,24-09-2020,Ernest Rivera,Asian,Product Engineer,High,Jade,138504.19,4599.00,1,4919.24,171726.99,380570.30,160804.35,258895.00,44954.18,499117.58,0,3,3,1,15
IND14715,James Lane,53,36764,15-12-2021,Bobby Burton,American,Computer Systems Analyst IV,Mid,Jade,109316.44,26015.90,1,625.50,297293.53,568679.98,127842.79,159627.15,62604.89,868200.06,1,2,3,2,16
IND16798,Johnny Nelson,35,17405,08-10-2013,Joshua Bennett,European,Automation Specialist II,Mid,Gold,265028.36,45402.12,1,1547.03,478689.94,1108827.79,559903.14,285111.46,75594.89,718720.48,2,3,3,2,17
IND93663,Rose Sullivan,53,17593,21-10-2019,Anthony Berry,Asian,Professor,High,Gold,299641.49,9720.62,2,362.98,797452.44,870565.34,556194.52,783508.81,26740.02,1645955.44,0,4,3,2,18
IND67391,Kathleen Stewart,54,25349,28-05-2013,Victor Martinez,Asian,GIS Technical Architect,Mid,Platinum,157834.48,22631.63,1,350.96,269137.89,194535.85,189348.23,67931.92,1691.60,611983.05,1,2,4,2,19
IND96220,Craig Ruiz,55,39466,12-06-2005,Paul Larson,Asian,GIS Technical Architect,High,Silver,56129.11,15281.45,2,2272.44,172354.64,334083.20,106093.99,145958.24,28780.98,99605.94,0,1,4,2,20
IND44913,Stephanie Lopez,19,1516,02-12-2004,Ernest Rivera,European,Editor,Mid,Silver,146613.19,41363.52,1,2540.54,234631.60,153198.48,109427.49,45959.55,6098.49,1428173.95,2,2,1,1,21
IND87824,Jeremy Hunter,82,12710,26-12-1995,Stephen Payne,Asian,Web Designer I,High,Jade,159264.12,21781.76,1,1800.20,424822.11,219285.14,124402.15,99416.29,74616.26,1990441.02,3,4,2,2,22
IND46155,Annie West,44,35011,16-10-2004,Shawn Cook,European,Account Representative I,Mid,Jade,207384.19,53205.75,1,3357.59,610026.26,1157055.65,720622.38,232527.59,42135.26,1260155.43,3,3,3,1,1
IND35684,Irene Bell,83,36285,02-01-2017,Ernest Rivera,European,Engineer IV,High,Jade,205225.24,10022.88,1,3599.77,602116.67,483549.19,410756.84,76431.97,11436.77,331962.09,1,2,4,1,2
IND96387,Betty Harris,30,31231,24-07-2021,Bruce Porter,European,Biostatistician III,High,Silver,119065.27,25859.35,1,4260.60,453298.88,585623.40,504632.93,144412.24,34346.90,659102.62,2,2,1,2,3
IND83308,Arthur Hicks,60,4004,07-04-2000,Frank Brown,European,Automation Specialist IV,Low,Jade,419145.55,39600.00,1,3865.31,2210291.07,2847399.63,1063269.48,820159.22,54966.68,2369179.03,2,4,1,1,4
IND69120,Evelyn Peterson,25,4131,04-03-2015,Frank Brown,European,Director of Sales,High,Silver,182769.56,18068.76,1,3497.65,967509.43,277509.67,158249.32,70386.54,5442.71,300184.83,3,2,1,2,8
IND47860,Jack Sanchez,65,7168,07-01-2005,Jesse Evans,Australian,Social Worker,High,Jade,235533.89,47571.93,3,2692.25,925870.68,1492857.11,521477.48,400821.91,3163.19,1303721.76,2,2,2,1,9
IND13419,Denise Garza,45,17622,04-04-2005,Dennis Ruiz,Asian,Assistant Manager,Low,Gold,202929.55,43977.30,1,579.46,710672.35,124384.23,83468.36,40097.55,60366.12,778678.71,2,4,2,1,10
IND56121,Daniel Crawford,78,11596,28-06-2011,Frank Brown,African,Research Assistant I,High,Gold,213666.88,29340.50,1,5451.60,673674.75,2856010.50,1599365.88,265037.77,71299.20,2655115.05,3,2,3,1,11
IND38822,Roger Riley,75,5169,31-05-2004,Patrick Graham,American,Sales Representative,High,Jade,58715.50,14719.62,2,6588.95,1061278.69,888439.61,506739.63,108981.93,64661.85,917115.05,3,2,3,1,12
IND58923,Jeffrey Black,33,30197,24-09-2002,Raymond Alexander,Australian,Geologist IV,High,Jade,71704.22,37631.52,3,2471.43,190642.84,144206.48,83487.96,152555.27,5275.56,477246.23,1,2,3,1,13
IND66682,Mark Cox,79,11059,22-04-2013,Carl Nguyen,American,Research Assistant IV,High,Silver,66091.96,17906.91,1,4769.18,77087.72,452216.52,249046.78,394149.30,6508.81,1069796.59,0,2,3,2,14
IND96115,Keith Larson,42,28034,16-12-2017,Phillip Peters,European,Assistant Professor,High,Jade,37278.93,13131.90,2,3824.28,239843.18,599402.15,128116.49,401919.73,19662.58,765189.08,3,1,3,2,15
IND40991,Terry Hayes,65,19819,19-04-2009,Douglas Tucker,European,Analyst Programmer,Low,Gold,92216.16,40090.40,1,4887.96,1555706.20,86683.00,40703.32,25658.17,84028.20,1975937.36,2,3,3,1,1
IND57646,Russell Holmes,85,22044,06-01-2004,Bruce Butler,Asian,Human Resources Manager,High,Gold,114508.96,9772.35,2,3269.18,418626.60,671422.50,353615.85,83659.24,15418.20,1164363.90,2,1,3,1,2
IND76683,Nancy Gilbert,80,25702,18-10-1995,Dennis Ruiz,American,Web Designer IV,High,Silver,86172.32,2564.96,1,1796.81,118018.70,128075.88,106327.15,142091.73,23100.05,109644.42,0,2,4,2,3
IND69465,Richard Armstrong,65,24393,22-12-2008,Victor Martinez,European,Budget/Accounting Analyst IV,Low,Gold,81162.89,11099.20,3,461.59,415774.53,162136.22,54045.41,130994.88,17879.68,423140.44,1,1,4,1,4
IND45293,Cheryl Duncan,77,7458,22-12-2008,Bobby Burton,European,Staff Accountant III,Mid,Jade,47428.51,21055.44,1,2420.80,192982.01,83150.49,56397.73,12407.50,18277.36,279713.67,3,1,3,1,5
IND31182,Shawn Dean,30,9712,21-08-2011,Bruce Porter,European,Financial Advisor,Mid,Platinum,289744.18,33890.56,2,6774.14,659253.50,1961308.54,1010828.25,328594.62,31477.06,1390700.48,0,2,1,1,6
IND43704,Jonathan Moreno,43,4938,20-06-2014,Stephen Payne,European,Teacher,Low,Silver,153481.10,16824.24,1,5475.64,458409.10,195432.81,74659.72,111594.33,60153.18,872486.37,0,2,2,1,7
IND90107,Carolyn Peterson,42,10587,03-03-1999,Bruce Porter,American,Geologist IV,High,Gold,184517.05,11338.82,2,4505.58,67647.56,232227.41,221426.14,56868.71,7776.40,1034413.94,3,2,3,2,8
IND65206,Gary Reynolds,85,27795,07-12-2015,Phillip Peters,American,Geological Engineer,Mid,Jade,142534.02,5158.50,2,51.90,847748.91,599816.80,164281.03,206879.49,51537.89,400565.59,3,1,4,2,9
IND97608,Samuel Bailey,73,22788,05-05-2010,Jason Duncan,European,Developer I,High,Jade,133713.43,17667.93,1,789.68,936515.91,789183.24,342366.26,292636.11,15525.12,1344158.12,3,2,1,1,10
IND99978,Russell Wagner,79,14512,18-10-2019,Jeremy Vasquez,European,Operator,High,Jade,442113.95,21945.00,1,13749.83,2538730.13,1528432.20,478908.76,675057.56,47344.20,1886286.75,2,5,1,1,11
IND51034,Jonathan Harper,75,19781,03-01-2005,Steve Diaz,European,Web Developer III,Mid,Silver,210223.41,29360.74,2,7510.10,121701.28,1030505.47,253781.20,427659.77,54330.37,711150.97,3,2,1,1,12
IND77398,Russell Reyes,60,27415,17-10-2009,Adam Hernandez,Australian,Dental Hygienist,Mid,Silver,223156.50,25586.19,1,1107.52,787973.99,657031.99,263889.90,291140.57,9479.84,269938.98,0,2,2,1,13
IND48157,Sara Thompson,79,39907,17-06-2001,Shawn Wallace,European,Software Engineer I,High,Gold,346125.01,6635.21,3,3076.64,561119.35,100838.16,93368.66,74694.93,35345.94,341892.60,0,3,2,1,14
IND46455,Jonathan Duncan,83,12805,06-11-1999,Todd Roberts,Asian,Design Engineer,Low,Gold,96650.09,7967.12,1,187.15,95472.51,211848.57,154720.87,65815.88,13697.78,211659.52,0,1,3,2,15
IND52005,Scott Franklin,19,16909,25-10-2000,Nicholas Simmons,Asian,Web Designer III,Low,Silver,309043.00,38055.50,1,7.64,251126.15,2588381.10,1277598.36,320561.04,90415.42,2316850.54,1,2,3,2,16
IND50424,Jason Garcia,30,27486,19-08-2014,Raymond Alexander,American,Tax Accountant,High,Gold,204852.96,25979.20,1,4597.76,607243.26,1309431.56,675175.65,285210.56,91763.71,1849181.18,3,3,3,1,17
IND48222,Walter Griffin,18,32800,22-12-2016,Frank Brown,Australian,VP Marketing,High,Jade,18687.50,11913.61,2,1934.47,99325.79,24813.98,18265.85,13120.39,6652.25,234551.51,0,1,3,2,18
IND48333,Walter Parker,41,22276,09-09-2006,Douglas Tucker,European,Account Representative II,High,Jade,121744.14,18388.30,1,69.08,673353.00,531829.43,209735.55,436849.19,6280.59,782398.27,2,2,3,1,19
IND62022,Phillip Adams,76,34882,12-04-2018,Benjamin Kim,Asian,Health Coach I,High,Jade,105503.30,23746.94,1,2309.69,139718.12,1311121.92,467531.85,504934.40,58343.89,1024519.99,2,2,3,1,20
IND82740,Eugene Jordan,17,18725,06-02-2019,Shawn Wallace,European,Operator,Low,Silver,101046.99,56550.80,2,4228.42,961441.02,1667275.46,622292.95,612547.61,50695.85,1073375.39,3,3,3,1,21
IND48400,Antonio Arnold,23,21186,26-10-2003,Joshua Little,Asian,Safety Technician II,High,Silver,201990.14,30222.41,1,4434.92,1174154.65,428170.13,178640.52,84981.85,42678.52,217613.89,2,2,4,1,22
IND40646,Elizabeth Greene,79,8167,05-08-2021,Patrick Graham,American,Software Engineer I,Mid,Platinum,165248.58,8481.88,1,294.80,25841.42,108209.20,97388.28,88082.29,8075.10,235244.02,1,2,4,1,1
IND40950,Tina Hunter,26,18051,17-10-2006,Dennis Ruiz,European,Statistician III,Low,Jade,429407.79,16539.60,2,149.95,656065.34,741521.09,370760.54,182908.54,67940.93,341071.10,0,4,3,2,2
IND37853,Arthur Sanders,56,40683,23-09-2012,Gregory Simmons,Australian,Paralegal,High,Silver,140967.36,52781.60,1,2087.01,359976.85,677419.08,677419.08,143665.63,19850.60,818477.97,0,3,1,2,3
IND91954,Adam Chapman,42,8393,06-08-2015,Shawn Long,Asian,Web Designer II,High,Gold,115916.64,19367.20,2,3469.94,209574.56,375760.72,189991.38,276331.90,6797.90,494876.64,3,1,2,2,4
IND30253,Brian Payne,45,28262,04-06-2018,Joshua Ryan,European,Account Representative II,Mid,Silver,114733.13,7229.12,1,1232.85,91949.02,550649.80,258235.77,78989.76,36592.90,999849.01,1,1,3,1,8
IND82997,Philip Watkins,73,23468,18-04-2001,Joe Hanson,Australian,Recruiter,Low,Jade,251704.69,30770.25,1,9856.35,136945.20,2214193.38,553548.35,1141100.37,27807.15,726660.90,3,3,4,1,9
IND75882,George Reid,30,11651,25-09-2001,Dennis Ruiz,European,Automation Specialist II,High,Platinum,282952.68,52922.58,1,8432.63,727530.48,481184.56,126627.52,246923.66,92195.92,2413215.10,2,3,1,1,10
IND31953,Lawrence Wilson,67,14561,18-03-2001,Chris Armstrong,American,Geologist IV,Mid,Platinum,180332.33,43263.48,3,8812.40,2226593.54,869859.48,325495.81,155564.55,16334.80,2847340.08,2,3,1,1,11
IND69875,Harold Graham,76,3160,12-03-2019,Chris Armstrong,European,Analog Circuit Design manager,Low,Silver,45199.26,29204.84,1,1838.56,268609.52,67632.21,97690.97,27278.32,10005.98,82071.45,0,1,1,1,12
IND57328,Jason Green,35,42666,17-04-1996,Anthony Berry,American,Software Consultant,Mid,Jade,51431.35,24151.17,3,3418.04,587904.04,788559.56,314191.70,265646.00,28252.95,208792.19,1,1,2,1,13
IND70068,Wanda Smith,75,3115,24-04-2004,Joshua Bennett,Asian,Programmer Analyst IV,High,Jade,111317.58,33229.80,2,3369.47,745633.35,229870.48,200614.23,215158.77,6517.67,898980.39,2,4,2,2,14
IND57357,Amanda Miller,26,33955,10-04-2010,Dennis Morris,American,Accountant IV,Mid,Silver,108265.00,9449.46,1,2555.93,410837.33,145605.38,44314.68,100277.79,7987.31,429344.11,0,1,3,1,15
IND79088,Alan Cole,75,17836,13-02-2003,Stephen Payne,European,Financial Analyst,Low,Gold,134574.35,58154.06,3,10211.30,356455.55,2100661.04,380744.81,997420.12,106490.02,1097745.28,2,4,3,1,1
IND57637,Anna Warren,81,7753,09-01-2018,Victor Martinez,Australian,Systems Administrator II,Mid,Jade,188217.24,29859.52,2,589.90,164965.57,166547.67,164465.83,38909.70,13642.50,849630.67,3,2,3,1,2
IND94614,Karen Hayes,27,4604,12-02-2020,Paul Larson,Asian,Account Coordinator,High,Jade,368461.72,8461.26,1,5088.70,1183891.59,189500.54,69111.96,186134.12,62583.96,1661704.39,1,3,3,2,3
IND16622,Fred Fernandez,48,3111,14-05-1995,Samuel Fowler,European,Nuclear Power Engineer,High,Jade,180788.00,8935.04,1,6572.48,1157401.14,869732.47,463475.86,57619.78,54093.61,1228270.66,1,2,3,1,4
IND36995,Phillip Scott,40,26859,28-06-2018,Keith Griffin,European,Structural Analysis Engineer,High,Silver,94643.61,35530.34,1,1454.71,225598.78,448672.11,265124.43,101359.11,16672.17,250634.32,1,2,3,2,5
IND86491,Adam Howard,37,25211,22-02-2012,Paul Larson,European,Design Engineer,High,Silver,208842.24,26716.80,1,3752.95,93611.27,49719.32,40781.02,17195.07,41560.69,1280085.58,1,2,3,2,6
IND59827,Kenneth Grant,72,2982,24-03-2011,Joshua Bennett,European,Administrative Assistant IV,High,Jade,166815.54,17196.58,1,2543.32,0.00,253759.07,253759.07,167218.48,31805.15,656415.92,3,4,4,1,7
IND74969,Louis Price,50,40049,20-10-2003,Joe Price,African,Automation Specialist I,Mid,Gold,29881.25,6799.49,2,4244.89,328365.97,974755.48,287085.52,395777.43,2712.88,121018.85,0,1,4,2,8
IND21853,Ernest Gutierrez,55,4150,28-05-2019,Ernest Rivera,European,Automation Specialist IV,High,Gold,295246.07,48798.54,3,3319.84,572098.56,635126.82,518321.89,122791.19,44293.61,675214.26,2,2,1,1,9
IND23903,Adam Fisher,83,13340,26-07-2011,Shawn Cook,Asian,Structural Analysis Engineer,High,Silver,427085.65,23309.91,1,7634.60,1276408.77,913709.35,338791.11,405830.68,26682.38,1760206.12,2,4,2,2,10
IND68777,Joseph Bradley,23,29201,09-04-2001,Douglas Tucker,Asian,Web Designer IV,Mid,Silver,184915.93,27065.20,1,2620.92,529717.71,541630.84,594289.39,154816.15,14453.67,872754.89,1,2,3,1,11
IND81707,Jonathan Rodriguez,27,410,21-07-2019,Shawn Long,Asian,Account Representative II,High,Jade,129198.45,5012.00,2,1833.12,66204.96,355267.56,199588.52,219547.37,24483.40,1117017.07,3,2,4,1,12
IND97656,Christina Boyd,35,16855,27-08-2014,Benjamin Kim,American,Accountant III,High,Jade,78862.17,33395.73,1,1133.32,113710.55,1044347.89,357785.85,749319.61,27711.23,745831.41,0,2,1,2,13
IND55034,Rebecca Fowler,17,1115,23-06-2010,Paul Larson,European,Computer Systems Analyst II,High,Gold,108125.22,6694.92,2,1120.20,49795.48,75106.64,84017.60,37222.34,14035.82,358276.32,1,1,1,2,14
IND96166,George Simmons,67,42425,30-09-2014,Paul Larson,Asian,Administrative Assistant III,Mid,Silver,84951.92,13223.60,1,681.79,214777.30,170981.82,158912.52,51535.93,19774.86,325713.78,0,1,1,1,15
IND96324,Laura Fox,22,41943,07-05-2011,James Castillo,European,Social Worker,High,Gold,336120.73,22770.02,2,7766.16,1430031.80,198246.62,173465.80,63213.64,68913.64,1320916.40,1,4,2,2,16
IND47674,Samuel Jackson,24,6454,04-02-2012,Stephen Payne,African,Actuary,High,Jade,140323.21,8938.05,3,4899.02,889037.57,784312.33,424109.63,125489.97,41828.00,1016663.67,2,2,2,1,17
